2025-07-09 03:39:24 | INFO | PID:46 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-07-09 03:39:24 | INFO | PID:46 | Created new channel
2025-07-09 03:39:24 | INFO | PID:46 | Declared queue: article-request-queue
2025-07-09 03:39:24 | INFO | PID:46 | Available workers: ['testworker', 'url_rewriter_para_response_worker', 'url_rewriter_para_request_worker']
2025-07-09 03:39:24 | INFO | PID:46 | Found worker class: UrlRewriterParallelWorker
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Using system's default CA bundle for SSL verification
2025-07-09 03:39:24 | INFO | PID:46 | Worker instance created
2025-07-09 03:39:24 | INFO | PID:46 | Registered worker process 46 in registry
2025-07-09 03:39:24 | INFO | PID:46 | Starting consuming on article-request-queue
2025-07-09 03:39:25 | INFO | PID:46 | Started url_rewriter_para_request_worker on queue: article-request-queue
2025-07-09 03:39:25 | INFO | PID:46 | Started url_rewriter_para_request_worker with PID: 46, queue: article-request-queue
2025-07-09 03:39:29 | WARNING | PID:46 | No open connection/channel: connecting...
