2025-07-19 09:18:08 | INFO | PID:6460 | Attempting to verify queue 'article-content-request-queue'
2025-07-19 09:18:08 | INFO | PID:6460 | RabbitMQ Host: localhost, Port: 15672
2025-07-19 09:18:08 | INFO | PID:6460 | Successfully created channel
2025-07-19 09:18:08 | INFO | PID:6460 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-19 09:18:08 | INFO | PID:6460 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-19 09:18:11 | INFO | PID:25740 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-19 09:18:11 | INFO | PID:25740 | Created new channel
2025-07-19 09:18:11 | INFO | PID:25740 | Declared queue: article-content-request-queue
2025-07-19 09:18:12 | INFO | PID:25740 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-19 09:18:12 | INFO | PID:25740 | Found worker class: UrlRewriterParallelWorker
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | WARNING | PID:25740 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:18:12 | WARNING | PID:25740 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:18:12 | INFO | PID:25740 | Worker instance created
2025-07-19 09:18:12 | INFO | PID:25740 | Got process ID: 25740
2025-07-19 09:18:12 | INFO | PID:25740 | Registered worker process 25740 in registry with tag url_rewriter_content_request_worker_25740_1752896892
2025-07-19 09:18:12 | INFO | PID:25740 | Starting consuming on article-content-request-queue
2025-07-19 09:18:12 | INFO | PID:25740 | Started url_rewriter_content_request_worker on queue: article-content-request-queue
2025-07-19 09:18:12 | INFO | PID:25740 | Started url_rewriter_content_request_worker with PID: 25740, queue: article-content-request-queue
2025-07-19 09:18:14 | WARNING | PID:25740 | Attempt 1: Worker not found in RabbitMQ consumers
2025-07-19 09:18:17 | WARNING | PID:25740 | No open connection/channel: connecting...
2025-07-19 09:18:17 | INFO | PID:25740 | Successfully connected on attempt 1
2025-07-19 09:18:17 | INFO | PID:25740 | Consumer registered on queue: article-content-request-queue
2025-07-19 09:18:17 | INFO | PID:25740 | Starting consuming on article-content-request-queue
2025-07-19 09:18:18 | WARNING | PID:25740 | Attempt 2: Worker not found in RabbitMQ consumers
2025-07-19 09:18:22 | INFO | PID:25740 | Worker url_rewriter_content_request_worker_25740_1752896892 verified in RabbitMQ consumers
2025-07-19 09:18:42 | INFO | PID:25740 | Processing message from queue: article-content-request-queue
2025-07-19 09:18:59 | INFO | PID:25740 | Successfully authenticated with API
2025-07-19 09:18:59 | INFO | PID:25740 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-07-19 09:19:09 | INFO | PID:25740 | Successfully authenticated with API
2025-07-19 09:19:09 | INFO | PID:25740 | Making GET request to /message-service-api/ai-messages/ (Attempt 1/3)
2025-07-19 09:19:09 | INFO | PID:25740 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-07-19 09:19:51 | INFO | PID:25740 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_content_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-07-19 09:19:51 | INFO | PID:25740 | Message processed in 69.14 seconds
2025-07-19 09:19:51 | INFO | PID:25740 | Message acknowledged
2025-07-19 09:19:57 | WARNING | PID:25740 | No open connection/channel: connecting...
2025-07-19 09:19:57 | INFO | PID:25740 | Successfully connected on attempt 1
2025-07-19 09:19:57 | INFO | PID:25740 | Consumer registered on queue: article-content-request-queue
2025-07-19 09:19:57 | INFO | PID:25740 | Starting consuming on article-content-request-queue
2025-07-19 09:21:47 | INFO | PID:26868 | Attempting to verify queue 'article-content-request-queue'
2025-07-19 09:21:47 | INFO | PID:26868 | RabbitMQ Host: localhost, Port: 15672
2025-07-19 09:21:47 | INFO | PID:26868 | Successfully created channel
2025-07-19 09:21:47 | INFO | PID:26868 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-19 09:21:47 | INFO | PID:26868 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-19 09:21:51 | INFO | PID:27892 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-19 09:21:51 | INFO | PID:27892 | Created new channel
2025-07-19 09:21:51 | INFO | PID:27892 | Declared queue: article-content-request-queue
2025-07-19 09:21:51 | INFO | PID:27892 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-19 09:21:51 | INFO | PID:27892 | Found worker class: UrlRewriterParallelWorker
2025-07-19 09:21:51 | WARNING | PID:27892 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:21:51 | WARNING | PID:27892 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:21:51 | WARNING | PID:27892 | Detected localhost connection - disabling SSL verification for development
2025-07-19 09:21:51 | WARNING | PID:27892 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-19 09:21:51 | WARNING | PID:27892 | Detected localhost connection - disabling SSL verification for development
